Page	Ranking
4576	1.380210429407442E-4
3058	1.3801885047907685E-4
969	1.3801491241750765E-4
1756	1.3799346765157593E-4
5967	1.379549439378331E-4
7096	1.37933942347157E-4
9299	1.379256134229447E-4
998	1.3791350376122965E-4
6862	1.379063564773229E-4
9942	1.3788169189194705E-4
9311	1.3787060928188748E-4
8075	1.3785563813900387E-4
3940	1.3779793650857503E-4
9215	1.3774284386808812E-4
3207	1.3771872540130874E-4
3961	1.3768830061418587E-4
6580	1.3767128507093397E-4
1054	1.376665539840737E-4
7305	1.37661089755481E-4
544	1.3765711747987513E-4
8545	1.3765152316035274E-4
8647	1.3764623944269804E-4
1907	1.375910154255228E-4
6745	1.375680105873854E-4
186	1.3756105343014425E-4
7542	1.3755649375071788E-4
5378	1.3755513247926452E-4
6034	1.3749397912928842E-4
8783	1.3747461337997716E-4
1518	1.3741144240243626E-4
5695	1.3739770531020432E-4
1067	1.3733597120804857E-4
7369	1.3733560646535928E-4
8760	1.373297039107847E-4
8277	1.3727879234164104E-4
7964	1.3726314544101298E-4
3150	1.372485100940072E-4
8593	1.3722152956119793E-4
5633	1.3718892700236566E-4
4715	1.3718558054851712E-4
3070	1.3717736554853276E-4
8324	1.371664866015746E-4
230	1.3715344836387022E-4
5903	1.3713177845176203E-4
6301	1.3713127223688183E-4
537	1.3712394365919666E-4
235	1.3709467315186984E-4
5064	1.3707967642354683E-4
9517	1.370598214769039E-4
2443	1.3704933585035586E-4
9060	1.3691819421098457E-4
7386	1.3686770024061757E-4
8288	1.3686272033694942E-4
819	1.3685568754509675E-4
8140	1.3681946617135788E-4
3294	1.367943807857498E-4
3892	1.3678346595562678E-4
6062	1.3675366013370975E-4
530	1.3668247172092938E-4
3138	1.366639358121346E-4
3928	1.3665614093651176E-4
331	1.366552082279737E-4
5560	1.3664091908863343E-4
4134	1.3653611495554805E-4
2613	1.365150824208159E-4
2332	1.3645853040983148E-4
315	1.3642751828366807E-4
6368	1.3637209525387022E-4
818	1.363545365847559E-4
987	1.3635364278731025E-4
5217	1.3628062267153216E-4
3056	1.3620948020078656E-4
9722	1.3612255217450013E-4
5879	1.3610966840004748E-4
1409	1.3601105769248212E-4
3375	1.3590316662714168E-4
2531	1.3590143292290232E-4
6018	1.3589779697899945E-4
5475	1.3586228446895186E-4
6186	1.3580689509825963E-4
8590	1.3577741882467908E-4
2116	1.3576898339042525E-4
6523	1.3572693620150144E-4
7077	1.3571801048081598E-4
2984	1.357102837478692E-4
2016	1.3569436653907986E-4
9353	1.3568478157672707E-4
5105	1.3568080566864817E-4
5635	1.35654216695028E-4
1682	1.3564892766579028E-4
3860	1.3560200822241992E-4
9384	1.355944528060129E-4
748	1.355418117934083E-4
6415	1.3552006073963858E-4
9013	1.3548387181926467E-4
6795	1.3538799773216338E-4
5443	1.3536627466634687E-4
3124	1.353434715879989E-4
9529	1.3532919869418966E-4
9057	1.3531566206712812E-4
1522	1.3530184103214036E-4
5437	1.3522540956542988E-4
8349	1.3521702964188528E-4
8130	1.3521113480108733E-4
2444	1.351932049772935E-4
5880	1.351357324746858E-4
2729	1.3510416428159184E-4
3850	1.3510277331654538E-4
5191	1.3510044293315413E-4
2795	1.3509426997104266E-4
9538	1.3505906360558094E-4
1651	1.350541280083364E-4
5468	1.3502181207971007E-4
7023	1.349707059595663E-4
178	1.34952834533344E-4
4222	1.3494533645668676E-4
3190	1.3491480880635222E-4
4108	1.3485700105056943E-4
3612	1.3482211889962278E-4
3971	1.3481944684985242E-4
6013	1.3481129168916992E-4
9972	1.347815380221379E-4
5305	1.3476626388040508E-4
9644	1.3475479112129077E-4
7213	1.3472335970599988E-4
1310	1.3466426097383737E-4
5266	1.346405226436345E-4
3258	1.3461057624618872E-4
744	1.3460149505349265E-4
1055	1.3452054068460316E-4
8595	1.345173908028257E-4
8021	1.345136438600027E-4
7406	1.3450338839986713E-4
2533	1.3447390950287923E-4
7855	1.3442154011666105E-4
8589	1.3432548065102007E-4
4731	1.34304584563446E-4
9196	1.3422598624522521E-4
719	1.3422278093499503E-4
1265	1.3418643640525084E-4
6929	1.3416700462239698E-4
9559	1.341628662052871E-4
7165	1.3411562875033026E-4
7106	1.3411538373380124E-4
986	1.340980296211886E-4
2252	1.3408732822440538E-4
1077	1.3407136647116132E-4
4925	1.3406401947550954E-4
4590	1.3402960982917316E-4
7775	1.3402122562751532E-4
9892	1.339943774845457E-4
232	1.3393118393925858E-4
9460	1.3391802154324181E-4
5684	1.339030128382682E-4
6564	1.3388417650174648E-4
4438	1.3386767032405394E-4
9839	1.3380745764188327E-4
1033	1.337731592818318E-4
9000	1.3376317539763862E-4
7327	1.3374976480744408E-4
5093	1.3374429019461783E-4
3645	1.3374305271800352E-4
8173	1.3370364517857757E-4
5792	1.3370051237567235E-4
6856	1.336938421380098E-4
5226	1.335923021043669E-4
1781	1.3358846199106275E-4
9655	1.3351730396841344E-4
3704	1.3350087795534115E-4
8889	1.3348658469283298E-4
9698	1.334721179615776E-4
6237	1.3344199824195767E-4
9083	1.3340968066569744E-4
1904	1.3337808401694688E-4
8110	1.333774050461598E-4
524	1.333061220549971E-4
6937	1.3327329434472326E-4
1859	1.3315562650218643E-4
7587	1.3309501289584171E-4
9653	1.330786218918049E-4
8797	1.3305967820682833E-4
9227	1.3295864643635765E-4
605	1.329214943051771E-4
5497	1.3291280117810783E-4
5318	1.3290876695369028E-4
6569	1.3285184378239643E-4
799	1.3282913807023287E-4
6310	1.3276397705257832E-4
326	1.3273943602376038E-4
1826	1.32737892297029E-4
274	1.3269706356472356E-4
2820	1.3268717088810254E-4
9181	1.3268456532248294E-4
5936	1.3267491951847113E-4
9513	1.326056507602581E-4
6231	1.3259822268933384E-4
9328	1.3257858069453985E-4
7990	1.3251590457969092E-4
2801	1.3250638145693186E-4
7582	1.324642998332736E-4
8680	1.324568266073636E-4
6917	1.3245674792627092E-4
9547	1.3243919343311933E-4
2860	1.3242902467636893E-4
9398	1.324260025119825E-4
4110	1.3237485072631672E-4
9796	1.323110551703554E-4
7099	1.3223323021549954E-4
5864	1.3221667483274922E-4
4838	1.3220180796743995E-4
546	1.3217686328940488E-4
7640	1.3217024327971072E-4
3144	1.3215741104015115E-4
3378	1.3214624174327896E-4
430	1.3202234477145548E-4
5769	1.319723718500728E-4
1738	1.3195094774295333E-4
3947	1.3191096075971774E-4
7354	1.318536181658006E-4
8243	1.318281486517814E-4
989	1.3177424132581862E-4
4146	1.3173971985914717E-4
4131	1.3173001193647325E-4
4773	1.3170151518519376E-4
5466	1.316442359299317E-4
2094	1.3163983835011924E-4
3722	1.3159438279315756E-4
2368	1.315495300041594E-4
1876	1.3152897209877765E-4
7359	1.3152270433811248E-4
5992	1.3140674058351832E-4
7632	1.3138924469516326E-4
8134	1.3134727836580255E-4
7013	1.313287780337938E-4
1555	1.3131913118746575E-4
8806	1.3131502182549634E-4
8703	1.3130688822328584E-4
5376	1.312960233630236E-4
9594	1.3129546357882512E-4
2110	1.3124731816798805E-4
9921	1.311434649130042E-4
125	1.3112026873063362E-4
4038	1.310727344139051E-4
5023	1.3104613150338216E-4
1129	1.3101896298394175E-4
395	1.3097385260376482E-4
4570	1.3095646774889276E-4
8735	1.309235422783487E-4
377	1.3085900110868952E-4
9877	1.3081933333786088E-4
8800	1.3075897341096213E-4
9571	1.307238703292409E-4
2231	1.307142773103459E-4
4578	1.3071094496404346E-4
730	1.306612073442304E-4
477	1.3060686927962464E-4
319	1.3059975494308576E-4
6182	1.305471126552378E-4
475	1.3047401734211835E-4
8632	1.3046029065043863E-4
3159	1.3044276530842954E-4
9317	1.3037487530035202E-4
7743	1.3037265729753584E-4
9562	1.303611019492928E-4
3764	1.3034421928967798E-4
2605	1.3031799275794526E-4
6395	1.3029910297744117E-4
876	1.302757999975511E-4
2333	1.3025818136624056E-4
3646	1.3021648962985923E-4
9809	1.301759805488958E-4
5168	1.3016190324163183E-4
8232	1.3015627757904369E-4
4486	1.3015449097575251E-4
7243	1.30145145968102E-4
1504	1.3013991958495997E-4
2156	1.3011424114116966E-4
6215	1.3010876753290608E-4
4774	1.3008837256955002E-4
3395	1.300782132652652E-4
1117	1.3004947969402083E-4
3735	1.3002658607261136E-4
7868	1.300211417329948E-4
8765	1.299854678754708E-4
1787	1.299288860055678E-4
4000	1.2985714474595807E-4
9081	1.2980283163702573E-4
1120	1.2980024413711402E-4
3060	1.2979614045085226E-4
9034	1.296877286921482E-4
2598	1.2968387872038764E-4
1516	1.2968157894288694E-4
1647	1.296485979213013E-4
3123	1.296206165483958E-4
6985	1.2956738715717993E-4
8967	1.2955708997233872E-4
1539	1.2943967095787673E-4
3127	1.2940068167279566E-4
4969	1.2932868728701387E-4
5515	1.292857655548618E-4
1407	1.292828062215566E-4
8969	1.292694679788902E-4
8604	1.2920656939060068E-4
4185	1.291860320550927E-4
9853	1.29183360111501E-4
3195	1.2917176123459912E-4
5620	1.2915305155559973E-4
9337	1.2911108560187382E-4
5027	1.2907651752889847E-4
5223	1.2904702570106356E-4
2296	1.290234486089172E-4
8873	1.290072989340915E-4
8769	1.289314939860605E-4
9355	1.2891272326516417E-4
4336	1.2891064762159512E-4
7191	1.2885947306902522E-4
6676	1.2883446510336495E-4
1796	1.2882943666177806E-4
4034	1.288220646971272E-4
3937	1.2881877469656826E-4
7041	1.2878841992411397E-4
3997	1.2875315953916658E-4
2408	1.2869227364698587E-4
6319	1.2868162064966947E-4
3903	1.2867954262187113E-4
56	1.286174042139295E-4
7970	1.286129088140207E-4
3544	1.2860448757244538E-4
3929	1.285924103351381E-4
2550	1.285874012071639E-4
9072	1.2854602371936244E-4
6473	1.285413484209863E-4
5727	1.28529283908097E-4
4748	1.285167692639781E-4
6287	1.2851258628513213E-4
2447	1.2850806230540692E-4
4309	1.2850625426279972E-4
9793	1.2848878279476207E-4
7043	1.2848431964757005E-4
6548	1.284367589428618E-4
7039	1.284255726356116E-4
1333	1.2841923097327908E-4
1845	1.2841877007456915E-4
5325	1.2840761235443103E-4
5547	1.2840591684119392E-4
2416	1.283957213420236E-4
2861	1.2836174347337503E-4
5642	1.282432364380407E-4
2089	1.2824225273434185E-4
4463	1.281619550476244E-4
663	1.281542113980472E-4
3013	1.281451829866729E-4
7560	1.2813374101654015E-4
3615	1.2812575134795538E-4
7152	1.281113708579132E-4
4921	1.281093481870657E-4
9654	1.2810677374969746E-4
8923	1.280696426755544E-4
5393	1.2806597642049376E-4
1808	1.2804747107590967E-4
2058	1.2798810692424764E-4
6872	1.279370013018852E-4
8803	1.2785889318929491E-4
8864	1.2783057551368462E-4
5824	1.278220672596634E-4
8008	1.2779867758558328E-4
1220	1.2778328080756228E-4
1141	1.2775789910241068E-4
2298	1.2775432974354619E-4
3125	1.277454733803788E-4
3747	1.2774379003442684E-4
8257	1.277333331920052E-4
5089	1.2772277408490363E-4
7912	1.2772026697747792E-4
9296	1.2771381077875997E-4
7955	1.2769112087979135E-4
1346	1.2768749924354708E-4
5765	1.2766278311982182E-4
3354	1.2765160252485708E-4
7226	1.2761259287125246E-4
3652	1.2760724343037768E-4
4706	1.2759500353973967E-4
2977	1.2758393700571435E-4
5068	1.2757983304036537E-4
2398	1.2757589788240674E-4
5246	1.2756241055794242E-4
5417	1.2754753432825302E-4
2195	1.2754267287294412E-4
6197	1.2753247150415714E-4
506	1.2751704324612094E-4
4806	1.2746454635713023E-4
1720	1.2744628201036837E-4
5968	1.274407679177051E-4
6343	1.2743958035993586E-4
7559	1.2743938827016095E-4
833	1.2738636357443545E-4
378	1.2733444946374346E-4
5508	1.2732563920356537E-4
3329	1.2729638163603386E-4
4167	1.2728762870373506E-4
7236	1.2722842954597776E-4
975	1.2715930464091084E-4
189	1.2707432806679562E-4
5640	1.270255482371047E-4
7562	1.269925327495563E-4
2404	1.26980820953135E-4
4530	1.2695731336937025E-4
3965	1.269226328106224E-4
1622	1.2691980508888198E-4
2774	1.2690740688638447E-4
9486	1.2685418089631835E-4
9940	1.2684834302446258E-4
9477	1.2684176883869487E-4
322	1.2684168739466816E-4
1058	1.2683519607546592E-4
6082	1.2681812968274456E-4
2328	1.2678562896211224E-4
9187	1.2676760714844362E-4
3	1.267596693510277E-4
8944	1.2673686279558976E-4
1168	1.2670354619883902E-4
6431	1.2667985618812735E-4
7018	1.2664023103801342E-4
7716	1.265985514255155E-4
9561	1.2656994755027193E-4
9105	1.2656675397220346E-4
343	1.2655235447681858E-4
1968	1.2654424683299727E-4
516	1.265390536314208E-4
2826	1.2652224164546254E-4
1285	1.264962412275534E-4
357	1.2633507107824782E-4
1655	1.2631174647512584E-4
2393	1.2630990846727194E-4
6701	1.262864791188898E-4
3456	1.2626418387521563E-4
9711	1.262084224548704E-4
1081	1.261108682610762E-4
6971	1.2608374727715197E-4
2945	1.260829356379452E-4
9962	1.2606926294526105E-4
3951	1.260127331748648E-4
3120	1.2597943831156464E-4
7187	1.2596287409873894E-4
2855	1.2596085178155669E-4
5049	1.2594013090861216E-4
2700	1.2589044326453844E-4
7567	1.2588391763597933E-4
2919	1.258471760030924E-4
5020	1.2571621574867292E-4
7857	1.2570917210860027E-4
1797	1.257011971896749E-4
4159	1.2569765616021766E-4
6063	1.2569022271642004E-4
1625	1.2565317007787045E-4
6328	1.2565139806286946E-4
8484	1.2562841504291187E-4
3855	1.2561271022706394E-4
1042	1.2560817968448458E-4
3308	1.2559890077199263E-4
9167	1.2553470385535823E-4
2903	1.2539437346081544E-4
6417	1.2538259987596729E-4
4870	1.2532230550883376E-4
4597	1.2531497952392555E-4
7786	1.2530271786234616E-4
4525	1.25286115144076E-4
1994	1.25250711992781E-4
2814	1.252130085245145E-4
8819	1.252022174991663E-4
3837	1.2520155678016263E-4
6519	1.2518790463383618E-4
5456	1.2516205217285114E-4
1919	1.250991242206944E-4
7606	1.250868435189719E-4
9743	1.2508386506861156E-4
4827	1.2507394643149441E-4
2390	1.2505009699270456E-4
8268	1.2504546693638667E-4
5081	1.2503662405441285E-4
1692	1.2501453637235596E-4
3324	1.2500771767032E-4
7007	1.25002882420543E-4
261	1.2499534574307846E-4
5013	1.2497242515038294E-4
7084	1.2496147391826543E-4
715	1.249332114498774E-4
3530	1.2488171831974117E-4
2733	1.2483428944719456E-4
5822	1.2482571801874194E-4
6851	1.2481850806209693E-4
7838	1.2479804096597526E-4
3122	1.2474453940464263E-4
4846	1.2460997939901293E-4
9186	1.2459489426763198E-4
4889	1.2459488827817615E-4
9662	1.2458576261203887E-4
3316	1.2457721624180084E-4
2281	1.2455959064990835E-4
485	1.2454900931298002E-4
4729	1.245195866682733E-4
1726	1.244984873901009E-4
7991	1.244816124746034E-4
1125	1.244523232624427E-4
88	1.2443235083585926E-4
4059	1.2435349243803594E-4
8422	1.2434044320102158E-4
5627	1.2429328136984697E-4
9127	1.2428108324390505E-4
2175	1.2427454340331395E-4
1284	1.2427322476461935E-4
2538	1.2425768105949682E-4
3697	1.2425763903716174E-4
7382	1.2423655876174071E-4
4517	1.2422586185246212E-4
7303	1.242192240543816E-4
8637	1.241863392994198E-4
329	1.2417463518270348E-4
8295	1.2417427494262724E-4
8878	1.241357205312249E-4
7051	1.241273655946528E-4
9142	1.240642535401864E-4
3767	1.240507098555685E-4
3217	1.240143667874781E-4
6338	1.2395708827686464E-4
5323	1.23951038509288E-4
9247	1.2394531734512423E-4
4048	1.238724115958689E-4
616	1.238544651840939E-4
2745	1.2385136825635116E-4
7577	1.2384675678314935E-4
7098	1.2380698054377079E-4
7335	1.237831025479311E-4
5302	1.2373658230443928E-4
9326	1.2362749290429693E-4
362	1.2361840712247352E-4
8786	1.2360874265401826E-4
6897	1.2360479597799817E-4
5691	1.2360076086831385E-4
6683	1.2354273244784576E-4
8949	1.2353887995305914E-4
8620	1.235252755118092E-4
9005	1.2351818865089133E-4
5866	1.234919571215907E-4
1605	1.2348607587951346E-4
2472	1.2343477155540397E-4
6841	1.2338643367580917E-4
9224	1.2327305098799627E-4
9423	1.2322429546604273E-4
764	1.23173812407303E-4
7684	1.2314424513617516E-4
5285	1.2304811933570056E-4
8535	1.2299439484877943E-4
5298	1.2298895193375053E-4
8054	1.2297975711597707E-4
1289	1.229615497014259E-4
4660	1.228622003785045E-4
7629	1.227856869764252E-4
9678	1.2278380713130874E-4
1397	1.2274727966642403E-4
649	1.2268972143070182E-4
4587	1.2268148405257222E-4
8427	1.226724568546507E-4
7573	1.2267139255421047E-4
9726	1.226492728677506E-4
1259	1.2259426693221078E-4
3905	1.2255604987597302E-4
8523	1.225458639404883E-4
9946	1.22529143669761E-4
8430	1.2250546045066503E-4
5196	1.2248094634703059E-4
2424	1.2242486658762853E-4
6381	1.224235989975667E-4
1898	1.2239139680492186E-4
5770	1.223113456671501E-4
7941	1.2230447242485634E-4
8498	1.2226495433082107E-4
2423	1.2223618896137824E-4
2651	1.2218277756931962E-4
6150	1.221425130357258E-4
341	1.2214061118613078E-4
1813	1.221049234236696E-4
6416	1.221025503821584E-4
6107	1.2210207304074025E-4
3091	1.2209463140931313E-4
1634	1.2205604708271223E-4
9037	1.2197701486647775E-4
7885	1.219659405128617E-4
4221	1.2186379986862516E-4
1743	1.2185648813900902E-4
3638	1.2182388514134217E-4
5569	1.2179199429341372E-4
303	1.2177531931427452E-4
8433	1.2173195474686135E-4
6296	1.2170926124373258E-4
1011	1.2169675214053559E-4
3010	1.2169578931953881E-4
5852	1.216884225229605E-4
5856	1.216795539853949E-4
7436	1.2167041204245343E-4
5037	1.2165021672872869E-4
8824	1.21600266586555E-4
8630	1.2158907089463449E-4
1130	1.2158358150733755E-4
2862	1.21553740177975E-4
9990	1.2155203066170907E-4
2829	1.2154995445202165E-4
8245	1.2148887191550852E-4
641	1.2147158172486103E-4
5874	1.2146661152543269E-4
6636	1.2142773828739808E-4
662	1.2142486079726743E-4
8255	1.2141640200308966E-4
9798	1.2140995198342058E-4
5958	1.2140081232318685E-4
2803	1.2130733665342715E-4
4474	1.2114142481703863E-4
5143	1.2110517139815153E-4
618	1.2104532753580084E-4
4132	1.2100436816563048E-4
1034	1.2096005288737072E-4
1099	1.2089657013045931E-4
3204	1.2083982328103799E-4
3419	1.2083187330422415E-4
5273	1.2083184721032248E-4
3554	1.206357478666076E-4
5381	1.2062108917183059E-4
1834	1.2060562287356944E-4
7167	1.2058514235176404E-4
8200	1.2058164576867714E-4
126	1.205553662919137E-4
8848	1.2052898518040127E-4
6160	1.2050851699478145E-4
1770	1.2048195428149126E-4
908	1.2046784272715948E-4
3661	1.2046541773290512E-4
233	1.204499162107671E-4
1675	1.2044258217717596E-4
1742	1.2036381672707254E-4
6908	1.2034335022720743E-4
5493	1.2031345063857797E-4
4589	1.2030386824371393E-4
733	1.2024671975365556E-4
9391	1.2014359560090351E-4
7275	1.2012063648010492E-4
5104	1.2003914098281794E-4
4916	1.2000406256734657E-4
5504	1.1995786046935143E-4
6919	1.1979023348516657E-4
711	1.1978189998212863E-4
5838	1.1973499900209031E-4
1933	1.1973481559544292E-4
6578	1.1972866102357197E-4
3392	1.1971475267734607E-4
7758	1.197103247355389E-4
1526	1.1969827455143262E-4
5406	1.1969084206159129E-4
5451	1.1967103345838575E-4
6238	1.196601316419379E-4
9239	1.1965931313605806E-4
6382	1.1962838652238037E-4
3348	1.1961913019602461E-4
4111	1.1961216051818303E-4
3599	1.195221864278295E-4
1158	1.1948955106217482E-4
2476	1.1947063624665144E-4
8652	1.19463868021915E-4
2581	1.1938456580159398E-4
9652	1.1919840829438721E-4
8289	1.1919790508615788E-4
5165	1.1919373917072797E-4
3466	1.1911089134998348E-4
6723	1.1910592575969168E-4
6448	1.190784123749053E-4
5746	1.1907725559944456E-4
6233	1.19019819658708E-4
6784	1.189991798102795E-4
7434	1.1897775241572174E-4
4348	1.1896071996349E-4
1405	1.1894570504376687E-4
1021	1.1886301513197973E-4
5908	1.1885384094831704E-4
4437	1.1880022663469196E-4
5818	1.1879944608215426E-4
751	1.1879588081957947E-4
8203	1.1875845655237276E-4
6593	1.187326378436228E-4
1581	1.1872944659026585E-4
9132	1.1868653092772284E-4
7105	1.1866369389929042E-4
6763	1.1858832544883667E-4
7872	1.1857568099231474E-4
9933	1.1852857988093009E-4
6969	1.1852171208492785E-4
952	1.184900859255942E-4
862	1.184867349641605E-4
8469	1.1845645180562349E-4
214	1.1844362449600729E-4
2604	1.1841959181264408E-4
2204	1.1835193085927769E-4
8965	1.1831644427483289E-4
7644	1.182897653526726E-4
5717	1.1825343609430041E-4
5563	1.1825224304197337E-4
4027	1.1821205293436586E-4
4682	1.1819561894109274E-4
2942	1.1819161233940495E-4
5184	1.1815924960242E-4
8991	1.1809144209010604E-4
7390	1.1807274406209928E-4
5474	1.1796235846569237E-4
6334	1.17951311064971E-4
6185	1.1791943620178587E-4
8030	1.1788796605131307E-4
3832	1.1783778864540873E-4
3183	1.178051332859256E-4
2914	1.177725221579328E-4
8874	1.1772817583491814E-4
1815	1.1770088456149382E-4
515	1.176879684080776E-4
6291	1.1759735803694484E-4
6922	1.1755056557931163E-4
9610	1.1754278606860899E-4
3796	1.1751891316135146E-4
4004	1.1743806037226738E-4
3506	1.1743729821358387E-4
925	1.1740233294591931E-4
6284	1.1738636829721646E-4
3589	1.1736532418038796E-4
9642	1.173622362975598E-4
228	1.17340392229521E-4
9332	1.1731451605423208E-4
5356	1.1729207470522641E-4
3734	1.1721381925264995E-4
5892	1.1709861137645728E-4
8512	1.1708543534550294E-4
1728	1.1707826739981967E-4
6698	1.1705060043667439E-4
9031	1.1701857839863014E-4
3321	1.1700212974266259E-4
3471	1.1695142488720139E-4
8645	1.1694427514922582E-4
638	1.1693744961064954E-4
6800	1.1689929230661033E-4
3842	1.1689551706444673E-4
2717	1.168300019511932E-4
7899	1.1682825006758029E-4
1318	1.1675411874534324E-4
9938	1.1671877726032621E-4
8489	1.1670819242299412E-4
7969	1.1669015858829807E-4
1032	1.166287743380928E-4
2206	1.1661674910625924E-4
4698	1.1661606438145265E-4
9590	1.1659182593854016E-4
3189	1.1658402571582752E-4
4191	1.1655799900191318E-4
6823	1.1655544234381499E-4
4300	1.1653309932874091E-4
6169	1.165025309871429E-4
3299	1.1650220897503955E-4
5491	1.1645948479032177E-4
8655	1.1639680974622962E-4
4897	1.1636200864447879E-4
3922	1.1632701409701338E-4
7088	1.1631819425370449E-4
9898	1.1628683777727853E-4
5250	1.1628679816746324E-4
9683	1.1621434270298487E-4
4813	1.1620502101944418E-4
5581	1.1618687683027436E-4
2680	1.161739197779034E-4
6536	1.1617124971350817E-4
9114	1.1615387168022348E-4
7245	1.1613597715453148E-4
6425	1.1610695591453213E-4
2346	1.1608770859631834E-4
9799	1.1607351890954581E-4
8570	1.1606643900842903E-4
2956	1.1606102215055861E-4
3749	1.1602363562837747E-4
1428	1.1601781495144225E-4
7110	1.1599735680302356E-4
2837	1.1597225237169791E-4
7891	1.1595011450142082E-4
5689	1.1590526252710271E-4
6021	1.1587398976496971E-4
2669	1.158675906731946E-4
8615	1.158585654201402E-4
9667	1.1583694329225334E-4
2812	1.1580258596290308E-4
5711	1.1576007297840167E-4
6586	1.1575321657191375E-4
6550	1.1565639240987542E-4
3026	1.156513096894173E-4
4323	1.1560594177551965E-4
6719	1.1555065956597943E-4
6387	1.1544233456813116E-4
8086	1.1542867209324489E-4
1092	1.1542011463063963E-4
9154	1.1541884585537513E-4
9771	1.1541283399883241E-4
3902	1.1538993200350392E-4
2297	1.1538927849077032E-4
385	1.1535130835603428E-4
8617	1.152774400321473E-4
380	1.151838456385047E-4
3724	1.151453271152397E-4
897	1.1513962762621583E-4
1906	1.1512299318054651E-4
9702	1.1510842187208484E-4
8544	1.1510067543015588E-4
3980	1.1507833416507332E-4
7724	1.1496168367187585E-4
9623	1.1492048464886155E-4
6677	1.1488415354123988E-4
1281	1.1488381152380698E-4
9699	1.1488058881584908E-4
5664	1.1485309876396301E-4
6173	1.1477030595574188E-4
8418	1.1474291040009279E-4
3132	1.1474173615907572E-4
9621	1.147144618483001E-4
6497	1.1470405780481767E-4
1256	1.1456706645929736E-4
9520	1.1450484047081962E-4
927	1.1441363101070082E-4
9800	1.143620660823767E-4
1661	1.143607971013203E-4
6187	1.1431818220540856E-4
7142	1.142156123602665E-4
6427	1.1419068843451156E-4
3987	1.1418453356592587E-4
9277	1.1416300886974757E-4
3601	1.1416121743119869E-4
9824	1.141561355913E-4
2460	1.1415285914396439E-4
5287	1.1413825116390564E-4
8256	1.1411391999411508E-4
5464	1.1408285597761024E-4
8758	1.1399855591525143E-4
7734	1.1399599115278526E-4
5062	1.1395540756807293E-4
6490	1.1393654714290656E-4
3706	1.1390544270472768E-4
5044	1.1387834432096658E-4
6628	1.1384718031762099E-4
2178	1.1382552798943161E-4
6952	1.137988944405959E-4
6822	1.1376714083156239E-4
6712	1.1371477256636151E-4
7956	1.1371142383906519E-4
6717	1.1368005002970684E-4
8476	1.135711869580794E-4
151	1.1355062644799395E-4
7609	1.1352581970710228E-4
7207	1.1351202690262509E-4
8858	1.1350247106925038E-4
2634	1.1346932031981705E-4
984	1.1346386590406691E-4
9593	1.134431405265722E-4
2990	1.1343670298177113E-4
9027	1.1342965492484565E-4
6827	1.1341963232861354E-4
6098	1.1339405332883464E-4
9373	1.1338517979451952E-4
1391	1.1334237729957574E-4
7229	1.1331123789351375E-4
7745	1.1331033673033693E-4
8272	1.132976607026414E-4
4601	1.1328845494416581E-4
3188	1.1328141942351807E-4
1160	1.1328069804647991E-4
7963	1.1312761793593066E-4
8730	1.1312482635914482E-4
3996	1.1308317728392754E-4
8690	1.1298848189209315E-4
6913	1.1292661003770372E-4
3244	1.1290927246408317E-4
896	1.1289418655614408E-4
6477	1.1284751090229241E-4
2844	1.1283822023876267E-4
1465	1.1280106831882967E-4
9731	1.1277225095655345E-4
5243	1.127226048432639E-4
5810	1.1271233514613124E-4
7431	1.1264751502762947E-4
5859	1.126350589232026E-4
3877	1.126078875328672E-4
7164	1.124720061234371E-4
592	1.1246148455927268E-4
8866	1.124552124573595E-4
2153	1.1245032782820971E-4
1204	1.1243527630199562E-4
5430	1.1242827039259079E-4
7357	1.12362188551473E-4
3596	1.1227038217222447E-4
424	1.1224969174660812E-4
9174	1.122121033011468E-4
354	1.1218312601184261E-4
9544	1.1212602489613434E-4
7138	1.1211375546359874E-4
7069	1.1208878258356451E-4
2889	1.1208795544972175E-4
9104	1.1207194898931162E-4
4042	1.1206494161169266E-4
211	1.1206320636394804E-4
8440	1.1205961279584959E-4
3226	1.1204182436806362E-4
4490	1.1201853122890582E-4
2845	1.1196812127490576E-4
2084	1.1193126890659088E-4
4357	1.1191881238126283E-4
390	1.1191636391034172E-4
9732	1.1188290192268675E-4
1501	1.1187800210378407E-4
7759	1.1175244684065714E-4
6877	1.11683925115138E-4
2199	1.1163344427059612E-4
6707	1.116150415453881E-4
1952	1.115583698262783E-4
3496	1.114995675396266E-4
3806	1.1145656003655805E-4
2850	1.1140545000460738E-4
9934	1.1138124409052222E-4
2703	1.1133054977535863E-4
2948	1.1131726486015375E-4
5913	1.1129775622327932E-4
3458	1.1129253622258134E-4
9245	1.1129009796973909E-4
2893	1.1128416532041238E-4
3437	1.1126438771298544E-4
4832	1.1126419454356378E-4
988	1.1125994778566873E-4
306	1.1120627438035617E-4
8290	1.1113180713228384E-4
5579	1.1107925065233829E-4
8868	1.1105808383175249E-4
7875	1.1103576547320707E-4
1012	1.1103533937293818E-4
3167	1.1094911934338332E-4
6126	1.1089570037399529E-4
4600	1.1089239730834553E-4
4253	1.108244904207412E-4
7689	1.108036486171441E-4
3053	1.1079930955258886E-4
9867	1.107248581928563E-4
768	1.1062388011720435E-4
68	1.1058309743394837E-4
2907	1.1057496710601062E-4
9713	1.1051515317947458E-4
5271	1.1051127603840767E-4
6040	1.105025689868993E-4
